kredit_id,nasabah_id,jenis_kredit,jumlah_pinjaman,outstanding,tenor_bulan,suku_bunga_persen,tanggal_pencairan,tanggal_jatuh_tempo,status_kolektibilitas,agunan,sektor_ekonomi
KRD000193,NSB0009089,Kredit Multiguna,500000000,224298773,24,7.5,2021-09-01,2023-08-22,1-Lancar,BPKB,Pertanian
KRD000194,NSB0000761,Kredit Modal Kerja,1000000000,822421011,12,8.0,2021-02-03,2022-01-29,1-Lancar,Mesin/Peralatan,Pertanian
KRD000195,NSB0002000,KUR Kecil,100000000,77641172,36,6.0,2024-02-05,2027-01-20,1-Lancar,BPKB,Properti
KRD000196,NSB0003592,Kredit Investasi,500000000,322858041,12,8.0,2021-07-30,2022-07-25,3-Kurang Lancar,BPKB,Retail
KRD000197,NSB0007125,Kredit Modal Kerja,250000000,230915314,48,8.0,2024-10-13,2028-09-22,2-Dalam Perhatian Khusus,Sertifikat Tanah,Jasa
KRD000198,NSB0002645,KKB,150000000,61266033,60,8.5,2023-04-14,2028-03-18,1-Lancar,Sertifikat Tanah,Perikanan
KRD000199,NSB0006669,KPR,1000000000,152524671,120,10.5,2023-05-12,2033-03-20,2-Dalam Perhatian Khusus,Sertifikat Tanah,F&B
KRD000200,NSB0005259,KUR Kecil,300000000,166101701,48,6.0,2025-01-12,2028-12-22,2-Dalam Perhatian Khusus,Mesin/Peralatan,F&B
KRD000201,NSB0000739,KUR Kecil,500000000,148225655,60,6.0,2022-06-24,2027-05-29,1-Lancar,Tanpa Agunan,Retail
KRD000202,NSB0007500,Kredit Modal Kerja,500000000,358812066,36,10.5,2024-05-30,2027-05-15,1-Lancar,BPKB,Pertanian
KRD000203,NSB0008836,KUR Mikro,15000000,2309620,36,6.0,2021-05-14,2024-04-28,1-Lancar,BPKB,Konstruksi
KRD000204,NSB0007660,Kartu Kredit,100000000,27207453,48,12.0,2024-11-29,2028-11-08,1-Lancar,BPKB,Manufaktur
KRD000205,NSB0005194,Kartu Kredit,1000000000,354346044,48,7.5,2021-12-11,2025-11-20,1-Lancar,Deposito,Jasa
KRD000206,NSB0004367,Kartu Kredit,50000000,19486598,48,9.5,2021-04-21,2025-03-31,1-Lancar,Tanpa Agunan,Properti
KRD000207,NSB0009610,KKB,300000000,166155523,60,12.0,2022-08-31,2027-08-05,1-Lancar,Deposito,Transportasi
KRD000208,NSB0007983,KPR,750000000,261384917,120,9.0,2024-04-10,2034-02-17,1-Lancar,BPKB,Jasa
KRD000209,NSB0007603,KKB,200000000,77510929,36,8.5,2020-07-27,2023-07-12,1-Lancar,Personal Guarantee,Manufaktur
KRD000210,NSB0005970,Kredit Investasi,100000000,93628330,36,9.5,2021-09-18,2024-09-02,2-Dalam Perhatian Khusus,Personal Guarantee,Pertanian
KRD000211,NSB0000868,KPR,500000000,71515330,240,12.0,2024-07-05,2044-03-22,3-Kurang Lancar,Mesin/Peralatan,Retail
KRD000212,NSB0005499,Kartu Kredit,50000000,5657232,24,10.0,2023-04-29,2025-04-18,1-Lancar,BPKB,F&B
KRD000213,NSB0008920,KUR Kecil,500000000,205083970,60,6.0,2022-01-13,2026-12-18,1-Lancar,Personal Guarantee,Jasa
KRD000214,NSB0006903,KPR,1500000000,371661173,120,7.5,2021-01-02,2030-11-11,1-Lancar,Deposito,Retail
KRD000215,NSB0003606,KUR Mikro,15000000,10558064,24,6.0,2024-05-23,2026-05-13,1-Lancar,Mesin/Peralatan,Pertanian
KRD000216,NSB0002776,KUR Mikro,5000000,1188501,24,6.0,2021-11-14,2023-11-04,4-Diragukan,Mesin/Peralatan,Properti
KRD000217,NSB0007054,KKB,100000000,29689581,60,11.0,2023-12-10,2028-11-13,1-Lancar,Sertifikat Tanah,Transportasi
KRD000218,NSB0009035,KPR,300000000,80966491,240,11.0,2024-05-21,2044-02-06,1-Lancar,Sertifikat Tanah,Perikanan
KRD000219,NSB0004208,Kredit Modal Kerja,500000000,201760174,24,9.5,2022-08-28,2024-08-17,1-Lancar,Deposito,Perdagangan
KRD000220,NSB0007630,KPR,750000000,437305200,180,11.0,2020-06-05,2035-03-19,1-Lancar,BPKB,Transportasi
KRD000221,NSB0005427,KUR Mikro,15000000,13457418,12,6.0,2024-04-21,2025-04-16,1-Lancar,Sertifikat Tanah,Properti
KRD000222,NSB0004374,KPR,500000000,192020042,240,8.0,2024-12-20,2044-09-06,4-Diragukan,Deposito,F&B
KRD000223,NSB0001842,KPR,750000000,470607250,240,12.0,2024-07-09,2044-03-26,1-Lancar,Deposito,Transportasi
KRD000224,NSB0004673,KPR,1000000000,892138794,180,8.5,2025-01-11,2039-10-25,1-Lancar,BPKB,Perdagangan
KRD000225,NSB0006916,KPR,500000000,150880940,180,10.0,2020-05-10,2035-02-21,1-Lancar,Tanpa Agunan,Manufaktur
KRD000226,NSB0007692,Kredit Multiguna,100000000,49211752,60,12.0,2022-01-28,2027-01-02,1-Lancar,Deposito,Perdagangan
KRD000227,NSB0002784,KKB,150000000,60060545,48,7.5,2024-07-18,2028-06-27,3-Kurang Lancar,Sertifikat Tanah,Retail
KRD000228,NSB0007244,KPR,1000000000,751394040,120,8.0,2021-01-30,2030-12-09,1-Lancar,Tanpa Agunan,Manufaktur
KRD000229,NSB0003999,KPR,1500000000,1086820725,180,9.0,2022-02-13,2036-11-26,1-Lancar,Personal Guarantee,Manufaktur
KRD000230,NSB0007074,KUR Kecil,200000000,139967800,36,6.0,2022-01-07,2024-12-22,3-Kurang Lancar,Deposito,Jasa
KRD000231,NSB0009985,KUR Mikro,25000000,15986473,12,6.0,2022-07-23,2023-07-18,1-Lancar,Sertifikat Tanah,Jasa
KRD000232,NSB0004544,Kredit Modal Kerja,250000000,236789279,12,9.5,2023-02-18,2024-02-13,1-Lancar,Sertifikat Tanah,Pertanian
KRD000233,NSB0005012,Kredit Investasi,1000000000,594554217,48,8.0,2022-05-30,2026-05-09,3-Kurang Lancar,Deposito,Konstruksi
KRD000234,NSB0005446,Kredit Investasi,100000000,48122295,24,9.5,2022-12-05,2024-11-24,1-Lancar,Deposito,Properti
KRD000235,NSB0000350,Kredit Modal Kerja,500000000,459548041,60,9.0,2021-12-16,2026-11-20,1-Lancar,Deposito,Perikanan
KRD000236,NSB0000301,Kartu Kredit,100000000,17710984,60,10.5,2022-07-03,2027-06-07,1-Lancar,Deposito,Retail
KRD000237,NSB0005003,KUR Kecil,300000000,132785959,36,6.0,2022-05-18,2025-05-02,1-Lancar,Sertifikat Tanah,Perdagangan
KRD000238,NSB0008305,Kredit Modal Kerja,1000000000,675129974,24,10.0,2022-08-07,2024-07-27,1-Lancar,Mesin/Peralatan,Perikanan
KRD000239,NSB0002663,Kredit Multiguna,50000000,21404621,24,12.0,2021-04-10,2023-03-31,1-Lancar,Personal Guarantee,Perikanan
KRD000240,NSB0001629,Kartu Kredit,500000000,386153983,48,9.0,2023-07-31,2027-07-10,2-Dalam Perhatian Khusus,Personal Guarantee,Konstruksi
KRD000241,NSB0000576,Kredit Modal Kerja,100000000,67796032,24,9.5,2024-11-10,2026-10-31,1-Lancar,Mesin/Peralatan,Pertanian
KRD000242,NSB0007755,Kredit Investasi,50000000,44657923,24,11.0,2020-07-15,2022-07-05,1-Lancar,Tanpa Agunan,Konstruksi
KRD000243,NSB0003652,Kredit Modal Kerja,1000000000,912162703,36,8.5,2021-10-01,2024-09-15,2-Dalam Perhatian Khusus,Deposito,Jasa
KRD000244,NSB0008440,Kredit Investasi,1000000000,657868526,48,10.5,2023-06-21,2027-05-31,5-Macet,Mesin/Peralatan,Perikanan
KRD000245,NSB0004912,KPR,200000000,50590658,180,8.5,2020-04-08,2035-01-20,1-Lancar,Mesin/Peralatan,Transportasi
KRD000246,NSB0005954,KKB,100000000,51774051,48,12.0,2021-06-14,2025-05-24,1-Lancar,Deposito,Properti
KRD000247,NSB0005830,KPR,1000000000,372008487,240,8.0,2024-06-20,2044-03-07,1-Lancar,BPKB,F&B
KRD000248,NSB0000791,Kartu Kredit,250000000,39832659,36,12.0,2021-09-16,2024-08-31,1-Lancar,Tanpa Agunan,Manufaktur
KRD000249,NSB0001099,KUR Kecil,200000000,31019852,36,6.0,2023-04-03,2026-03-18,1-Lancar,BPKB,Jasa
KRD000250,NSB0006416,KKB,150000000,26133979,48,8.0,2024-07-03,2028-06-12,1-Lancar,BPKB,F&B
KRD000251,NSB0002967,Kredit Investasi,1000000000,332316666,36,7.5,2024-07-06,2027-06-21,1-Lancar,Deposito,Properti
KRD000252,NSB0008667,Kredit Investasi,250000000,34773689,48,7.5,2020-12-19,2024-11-28,2-Dalam Perhatian Khusus,Sertifikat Tanah,Perikanan
KRD000253,NSB0000373,Kredit Investasi,100000000,80075320,36,9.5,2025-02-21,2028-02-06,1-Lancar,Deposito,Properti
KRD000254,NSB0007887,KUR Kecil,300000000,123679591,36,6.0,2024-01-14,2026-12-29,1-Lancar,Sertifikat Tanah,Manufaktur
KRD000255,NSB0006997,Kredit Investasi,250000000,116144597,24,7.5,2024-08-05,2026-07-26,1-Lancar,Mesin/Peralatan,Properti
KRD000256,NSB0005652,Kredit Modal Kerja,50000000,33143402,12,10.0,2024-06-16,2025-06-11,1-Lancar,Mesin/Peralatan,Perdagangan
KRD000257,NSB0009755,KUR Mikro,20000000,3903210,24,6.0,2021-08-20,2023-08-10,1-Lancar,Tanpa Agunan,Pertanian
KRD000258,NSB0004611,Kredit Investasi,1000000000,549589814,12,11.0,2025-02-12,2026-02-07,1-Lancar,BPKB,Retail
KRD000259,NSB0000484,KPR,300000000,74504404,240,12.0,2022-05-22,2042-02-06,1-Lancar,Deposito,Retail
KRD000260,NSB0000575,Kredit Investasi,250000000,51478945,36,10.5,2023-05-08,2026-04-22,1-Lancar,Mesin/Peralatan,Retail
KRD000261,NSB0002729,KKB,150000000,70922140,36,11.0,2020-11-16,2023-11-01,1-Lancar,Personal Guarantee,Properti
KRD000262,NSB0005958,Kartu Kredit,250000000,212475064,12,10.0,2022-11-16,2023-11-11,3-Kurang Lancar,Tanpa Agunan,Konstruksi
KRD000263,NSB0004272,Kredit Investasi,1000000000,370894442,36,10.0,2023-07-23,2026-07-07,1-Lancar,BPKB,Manufaktur
KRD000264,NSB0001509,Kredit Modal Kerja,1000000000,807853079,48,9.0,2021-11-07,2025-10-17,4-Diragukan,Deposito,Transportasi
KRD000265,NSB0004271,KKB,300000000,55297098,48,7.5,2024-07-14,2028-06-23,2-Dalam Perhatian Khusus,Deposito,Manufaktur
KRD000266,NSB0007776,KPR,200000000,50141574,240,9.0,2022-06-09,2042-02-24,1-Lancar,Deposito,Pertanian
KRD000267,NSB0002021,KKB,300000000,277930138,48,7.5,2024-11-18,2028-10-28,1-Lancar,Sertifikat Tanah,Konstruksi
KRD000268,NSB0005982,Kredit Investasi,100000000,77484534,24,9.0,2022-10-11,2024-09-30,1-Lancar,BPKB,Properti
KRD000269,NSB0004104,KUR Mikro,10000000,3309396,24,6.0,2024-01-26,2026-01-15,2-Dalam Perhatian Khusus,Sertifikat Tanah,F&B
KRD000270,NSB0003803,Kredit Modal Kerja,500000000,247040896,36,8.5,2022-12-08,2025-11-22,4-Diragukan,Mesin/Peralatan,Jasa
KRD000271,NSB0002201,KPR,750000000,309811206,120,10.0,2024-09-17,2034-07-27,3-Kurang Lancar,Sertifikat Tanah,F&B
KRD000272,NSB0001517,Kartu Kredit,250000000,139980224,24,7.5,2020-06-06,2022-05-27,1-Lancar,Mesin/Peralatan,Perikanan
KRD000273,NSB0005651,Kartu Kredit,500000000,439287511,36,9.5,2020-06-23,2023-06-08,1-Lancar,Mesin/Peralatan,Jasa
KRD000274,NSB0007690,Kartu Kredit,100000000,79269683,60,10.5,2020-12-31,2025-12-05,1-Lancar,Tanpa Agunan,Transportasi
KRD000275,NSB0002970,Kartu Kredit,1000000000,601721749,60,8.5,2023-04-27,2028-03-31,4-Diragukan,Mesin/Peralatan,Pertanian
KRD000276,NSB0001724,KPR,200000000,156382802,180,12.0,2024-01-27,2038-11-09,2-Dalam Perhatian Khusus,Mesin/Peralatan,F&B
KRD000277,NSB0002855,KUR Mikro,5000000,2421105,24,6.0,2021-03-13,2023-03-03,2-Dalam Perhatian Khusus,Sertifikat Tanah,Perdagangan
KRD000278,NSB0009431,Kartu Kredit,50000000,11412192,60,10.0,2020-08-25,2025-07-30,1-Lancar,Personal Guarantee,Retail
KRD000279,NSB0006480,Kredit Modal Kerja,1000000000,756265827,60,9.5,2022-01-26,2026-12-31,2-Dalam Perhatian Khusus,Mesin/Peralatan,Pertanian
KRD000280,NSB0001569,Kredit Modal Kerja,250000000,32387964,60,9.0,2023-07-27,2028-06-30,1-Lancar,Personal Guarantee,Pertanian
KRD000281,NSB0007573,Kredit Modal Kerja,50000000,20297507,12,9.0,2024-05-25,2025-05-20,1-Lancar,Mesin/Peralatan,Perdagangan
KRD000282,NSB0007689,Kredit Modal Kerja,500000000,466711053,48,8.0,2024-02-29,2028-02-08,1-Lancar,Personal Guarantee,Transportasi
KRD000283,NSB0006160,Kartu Kredit,50000000,46735326,24,10.0,2024-10-08,2026-09-28,5-Macet,Deposito,Perikanan
KRD000284,NSB0009088,KKB,200000000,97735694,36,11.0,2023-08-26,2026-08-10,4-Diragukan,Tanpa Agunan,Pertanian
KRD000285,NSB0004819,Kredit Investasi,500000000,289590554,24,10.0,2024-03-11,2026-03-01,1-Lancar,Personal Guarantee,Konstruksi
KRD000286,NSB0008879,KUR Mikro,10000000,7598733,36,6.0,2021-05-29,2024-05-13,1-Lancar,Mesin/Peralatan,Perikanan
KRD000287,NSB0003343,KPR,1000000000,174184999,240,10.5,2021-08-08,2041-04-25,1-Lancar,Deposito,F&B
KRD000288,NSB0002704,KUR Kecil,300000000,277947930,48,6.0,2021-07-18,2025-06-27,2-Dalam Perhatian Khusus,Deposito,Manufaktur
KRD000289,NSB0009315,KUR Kecil,50000000,30959331,60,6.0,2021-08-16,2026-07-21,1-Lancar,BPKB,Manufaktur
KRD000290,NSB0002406,KUR Mikro,20000000,6309525,24,6.0,2024-04-17,2026-04-07,1-Lancar,Deposito,Retail
KRD000291,NSB0001407,Kartu Kredit,1000000000,178140616,48,7.5,2024-04-05,2028-03-15,1-Lancar,Sertifikat Tanah,Transportasi
KRD000292,NSB0007257,KUR Mikro,10000000,7224433,12,6.0,2023-04-13,2024-04-07,1-Lancar,BPKB,Properti
KRD000293,NSB0000660,KUR Mikro,5000000,3795034,36,6.0,2024-01-23,2027-01-07,2-Dalam Perhatian Khusus,Mesin/Peralatan,Properti
KRD000294,NSB0000978,KUR Kecil,100000000,14620499,48,6.0,2022-09-25,2026-09-04,1-Lancar,Sertifikat Tanah,Perikanan
KRD000295,NSB0008125,Kredit Multiguna,250000000,116422793,24,11.0,2021-07-12,2023-07-02,1-Lancar,BPKB,Perikanan
KRD000296,NSB0005452,KPR,1000000000,266414049,180,11.0,2022-08-18,2037-05-31,1-Lancar,Tanpa Agunan,Transportasi
KRD000297,NSB0005901,Kredit Multiguna,250000000,98370764,12,10.5,2020-01-07,2021-01-01,1-Lancar,Mesin/Peralatan,Pertanian
KRD000298,NSB0006960,Kredit Investasi,50000000,20923444,48,9.0,2024-11-09,2028-10-19,4-Diragukan,Deposito,Properti
KRD000299,NSB0004666,KPR,300000000,125465936,180,12.0,2020-07-16,2035-04-29,2-Dalam Perhatian Khusus,Deposito,Retail
KRD000300,NSB0000093,KUR Kecil,100000000,24616222,48,6.0,2020-09-27,2024-09-06,1-Lancar,BPKB,F&B
KRD000301,NSB0003660,Kredit Modal Kerja,250000000,218210438,60,8.5,2020-06-04,2025-05-09,1-Lancar,Sertifikat Tanah,F&B
KRD000302,NSB0007222,Kartu Kredit,250000000,53541295,36,9.5,2023-08-13,2026-07-28,5-Macet,Mesin/Peralatan,F&B
KRD000303,NSB0009648,Kredit Modal Kerja,500000000,193280708,12,8.0,2020-01-11,2021-01-05,4-Diragukan,Sertifikat Tanah,Transportasi
KRD000304,NSB0008481,KPR,300000000,221693524,120,12.0,2025-02-04,2034-12-14,1-Lancar,Mesin/Peralatan,Manufaktur
KRD000305,NSB0000113,Kredit Investasi,250000000,212280180,36,10.0,2023-09-15,2026-08-30,1-Lancar,BPKB,Properti
KRD000306,NSB0001967,Kredit Investasi,250000000,27420957,24,10.0,2023-02-02,2025-01-22,2-Dalam Perhatian Khusus,Mesin/Peralatan,Properti
KRD000307,NSB0000401,KUR Mikro,15000000,1924684,12,6.0,2021-01-23,2022-01-18,4-Diragukan,Tanpa Agunan,Properti
KRD000308,NSB0009170,Kredit Modal Kerja,500000000,336984160,48,7.5,2021-03-17,2025-02-24,1-Lancar,BPKB,F&B
KRD000309,NSB0003476,KUR Mikro,20000000,5762565,36,6.0,2023-06-01,2026-05-16,1-Lancar,Tanpa Agunan,Transportasi
KRD000310,NSB0007050,Kredit Investasi,50000000,34117283,12,10.0,2023-02-25,2024-02-20,1-Lancar,Sertifikat Tanah,Manufaktur
KRD000311,NSB0000793,Kredit Multiguna,50000000,32500600,48,8.0,2024-01-29,2028-01-08,1-Lancar,BPKB,Perikanan
KRD000312,NSB0002608,KPR,300000000,75452464,180,8.5,2021-03-06,2035-12-18,3-Kurang Lancar,Personal Guarantee,Perikanan
KRD000313,NSB0002285,Kredit Investasi,50000000,42547451,48,9.5,2023-02-22,2027-02-01,1-Lancar,Personal Guarantee,F&B
KRD000314,NSB0003718,Kartu Kredit,100000000,37247149,12,9.5,2020-12-28,2021-12-23,1-Lancar,Mesin/Peralatan,Konstruksi
KRD000315,NSB0008725,Kredit Investasi,500000000,302104462,36,12.0,2022-05-26,2025-05-10,1-Lancar,BPKB,Manufaktur
KRD000316,NSB0006540,Kredit Modal Kerja,100000000,88796540,24,8.0,2022-01-18,2024-01-08,1-Lancar,Tanpa Agunan,Konstruksi
KRD000317,NSB0006502,KUR Mikro,15000000,3780186,36,6.0,2021-04-26,2024-04-10,1-Lancar,Sertifikat Tanah,F&B
KRD000318,NSB0002417,KPR,1000000000,784321506,120,8.5,2024-12-21,2034-10-30,3-Kurang Lancar,Personal Guarantee,Transportasi
KRD000319,NSB0002846,KUR Kecil,50000000,45100913,36,6.0,2023-05-10,2026-04-24,1-Lancar,Deposito,Transportasi
KRD000320,NSB0006477,Kredit Multiguna,100000000,20169653,12,12.0,2024-07-10,2025-07-05,1-Lancar,BPKB,Manufaktur
KRD000321,NSB0006477,Kredit Investasi,500000000,304706425,12,10.0,2024-05-28,2025-05-23,1-Lancar,Sertifikat Tanah,Perdagangan
KRD000322,NSB0006257,KUR Kecil,500000000,391538618,48,6.0,2021-06-06,2025-05-16,4-Diragukan,Personal Guarantee,F&B
KRD000323,NSB0003356,Kredit Modal Kerja,50000000,22004608,36,11.0,2023-02-27,2026-02-11,1-Lancar,Tanpa Agunan,Pertanian
KRD000324,NSB0000980,Kredit Multiguna,100000000,12607382,60,12.0,2021-04-21,2026-03-26,5-Macet,Mesin/Peralatan,Transportasi
KRD000325,NSB0006747,Kredit Modal Kerja,100000000,90639601,36,10.0,2022-02-12,2025-01-27,1-Lancar,Mesin/Peralatan,Transportasi
KRD000326,NSB0007600,KUR Mikro,15000000,4127013,24,6.0,2020-08-25,2022-08-15,1-Lancar,Personal Guarantee,Transportasi
KRD000327,NSB0009520,Kredit Modal Kerja,250000000,236260347,12,9.5,2023-01-11,2024-01-06,1-Lancar,Mesin/Peralatan,Perikanan
KRD000328,NSB0003009,Kartu Kredit,500000000,158817262,12,8.0,2020-08-20,2021-08-15,1-Lancar,Tanpa Agunan,Pertanian
KRD000329,NSB0000705,KKB,500000000,208344746,48,9.5,2024-08-10,2028-07-20,4-Diragukan,Sertifikat Tanah,Properti
KRD000330,NSB0002330,KPR,500000000,76244255,180,9.5,2025-02-01,2039-11-15,1-Lancar,Mesin/Peralatan,Perdagangan
KRD000331,NSB0000798,Kredit Multiguna,1000000000,392197117,48,12.0,2023-08-02,2027-07-12,3-Kurang Lancar,Sertifikat Tanah,Pertanian
KRD000332,NSB0009884,KPR,500000000,236940521,180,9.0,2021-07-17,2036-04-29,1-Lancar,Mesin/Peralatan,Konstruksi
KRD000333,NSB0009704,KKB,300000000,234030121,48,7.5,2024-10-07,2028-09-16,2-Dalam Perhatian Khusus,Tanpa Agunan,Manufaktur
KRD000334,NSB0005221,KUR Mikro,5000000,1158276,12,6.0,2020-01-12,2021-01-06,1-Lancar,Mesin/Peralatan,Retail
KRD000335,NSB0004878,KUR Kecil,100000000,20459187,48,6.0,2020-04-17,2024-03-27,2-Dalam Perhatian Khusus,Mesin/Peralatan,Jasa
KRD000336,NSB0005431,KPR,200000000,137424789,120,7.5,2025-01-16,2034-11-25,1-Lancar,Personal Guarantee,Properti
KRD000337,NSB0003576,KUR Kecil,500000000,92767023,60,6.0,2023-06-06,2028-05-10,3-Kurang Lancar,Mesin/Peralatan,Transportasi
KRD000338,NSB0000890,KPR,200000000,123526032,120,8.0,2021-11-08,2031-09-17,1-Lancar,Tanpa Agunan,Perdagangan
KRD000339,NSB0006208,Kredit Multiguna,1000000000,428564845,60,10.0,2024-03-24,2029-02-26,2-Dalam Perhatian Khusus,Mesin/Peralatan,Konstruksi
KRD000340,NSB0003520,Kredit Investasi,50000000,6404607,60,10.5,2020-02-20,2025-01-24,4-Diragukan,BPKB,Jasa
KRD000341,NSB0008010,KPR,300000000,224879544,240,9.5,2022-05-28,2042-02-12,1-Lancar,Mesin/Peralatan,Transportasi
KRD000342,NSB0001729,KKB,100000000,48082669,60,8.0,2023-11-05,2028-10-09,4-Diragukan,Mesin/Peralatan,F&B
KRD000343,NSB0002417,KUR Kecil,300000000,190001673,60,6.0,2022-08-07,2027-07-12,2-Dalam Perhatian Khusus,BPKB,Perikanan
KRD000344,NSB0008375,Kredit Multiguna,1000000000,507147856,24,8.5,2020-03-11,2022-03-01,1-Lancar,Deposito,Perdagangan
KRD000345,NSB0007515,Kredit Modal Kerja,250000000,211427095,12,9.0,2021-05-01,2022-04-26,1-Lancar,BPKB,Properti
KRD000346,NSB0003527,KPR,500000000,314795002,180,7.5,2021-08-31,2036-06-13,1-Lancar,Tanpa Agunan,F&B
KRD000347,NSB0004099,Kartu Kredit,50000000,44836802,60,8.0,2024-06-28,2029-06-02,1-Lancar,Mesin/Peralatan,Konstruksi
KRD000348,NSB0002045,KKB,150000000,88843409,48,10.0,2023-08-26,2027-08-05,1-Lancar,Sertifikat Tanah,F&B
KRD000349,NSB0004334,Kredit Modal Kerja,250000000,93634353,60,8.0,2024-07-30,2029-07-04,3-Kurang Lancar,Personal Guarantee,F&B
KRD000350,NSB0007222,Kredit Investasi,500000000,450815405,36,9.5,2021-07-01,2024-06-15,3-Kurang Lancar,Mesin/Peralatan,F&B
KRD000351,NSB0001209,KPR,750000000,203736228,120,9.0,2021-02-26,2031-01-05,1-Lancar,Deposito,Jasa
KRD000352,NSB0006948,Kartu Kredit,1000000000,371709956,36,11.0,2021-12-11,2024-11-25,5-Macet,BPKB,Konstruksi
KRD000353,NSB0005380,KKB,500000000,415852597,36,9.0,2021-06-23,2024-06-07,1-Lancar,Sertifikat Tanah,Konstruksi
KRD000354,NSB0007433,KUR Kecil,50000000,46455464,48,6.0,2024-04-06,2028-03-16,1-Lancar,Tanpa Agunan,Perikanan
KRD000355,NSB0004319,Kredit Investasi,500000000,346110805,60,10.0,2021-08-30,2026-08-04,1-Lancar,BPKB,Retail
KRD000356,NSB0007688,KUR Mikro,10000000,6269888,36,6.0,2023-11-22,2026-11-06,3-Kurang Lancar,Deposito,Konstruksi
KRD000357,NSB0000024,Kredit Modal Kerja,500000000,311373346,24,8.0,2021-09-18,2023-09-08,1-Lancar,Sertifikat Tanah,Perikanan
KRD000358,NSB0005495,KPR,200000000,117440328,120,12.0,2023-08-05,2033-06-13,1-Lancar,Deposito,F&B
KRD000359,NSB0004996,KUR Kecil,200000000,173990593,48,6.0,2022-06-17,2026-05-27,1-Lancar,Deposito,F&B
KRD000360,NSB0003215,KUR Mikro,15000000,2452851,12,6.0,2024-03-06,2025-03-01,1-Lancar,Deposito,Properti
KRD000361,NSB0004876,Kredit Modal Kerja,1000000000,324526077,60,12.0,2024-10-27,2029-10-01,1-Lancar,Mesin/Peralatan,Jasa
KRD000362,NSB0009948,KKB,200000000,121697712,48,11.0,2021-01-11,2024-12-21,1-Lancar,Deposito,Jasa
KRD000363,NSB0008767,Kartu Kredit,250000000,188927691,36,10.0,2023-08-08,2026-07-23,1-Lancar,Mesin/Peralatan,Jasa
KRD000364,NSB0001178,Kredit Multiguna,1000000000,667156389,60,9.0,2021-08-31,2026-08-05,1-Lancar,Mesin/Peralatan,Manufaktur
KRD000365,NSB0003331,KPR,300000000,209735856,240,7.5,2021-09-23,2041-06-10,1-Lancar,Deposito,Properti
KRD000366,NSB0007628,Kredit Multiguna,250000000,209110220,48,10.0,2025-03-12,2029-02-19,1-Lancar,Deposito,F&B
KRD000367,NSB0004400,KKB,500000000,468454901,48,10.5,2020-12-19,2024-11-28,1-Lancar,Sertifikat Tanah,Retail
KRD000368,NSB0009714,KKB,200000000,118198863,48,8.5,2021-03-31,2025-03-10,1-Lancar,BPKB,Perikanan
KRD000369,NSB0004581,KKB,300000000,49874858,60,8.0,2020-05-09,2025-04-13,1-Lancar,Deposito,Retail
KRD000370,NSB0003129,Kredit Multiguna,250000000,47294932,36,7.5,2023-10-13,2026-09-27,1-Lancar,Sertifikat Tanah,Transportasi
KRD000371,NSB0006531,KKB,200000000,26856731,60,10.5,2023-01-24,2027-12-29,1-Lancar,Tanpa Agunan,Manufaktur
KRD000372,NSB0003449,KUR Mikro,10000000,1240509,12,6.0,2023-07-29,2024-07-23,1-Lancar,Deposito,Manufaktur
KRD000373,NSB0003769,Kartu Kredit,250000000,142734628,60,9.5,2020-09-09,2025-08-14,1-Lancar,Deposito,F&B
KRD000374,NSB0008070,KPR,200000000,84506465,180,12.0,2022-04-19,2037-01-30,2-Dalam Perhatian Khusus,Sertifikat Tanah,Manufaktur
KRD000375,NSB0008464,KUR Mikro,5000000,3203478,36,6.0,2022-01-29,2025-01-13,1-Lancar,BPKB,Pertanian
KRD000376,NSB0006094,Kartu Kredit,250000000,125590462,24,11.0,2020-02-18,2022-02-07,1-Lancar,Deposito,Transportasi
KRD000377,NSB0000858,KUR Mikro,15000000,5271166,24,6.0,2023-09-08,2025-08-28,4-Diragukan,Deposito,Pertanian
KRD000378,NSB0006241,Kredit Multiguna,500000000,61797847,60,11.0,2023-11-12,2028-10-16,2-Dalam Perhatian Khusus,Sertifikat Tanah,Konstruksi
KRD000379,NSB0005497,Kredit Multiguna,250000000,231977505,36,11.0,2020-06-04,2023-05-20,1-Lancar,Deposito,Perdagangan
KRD000380,NSB0001276,Kredit Investasi,100000000,91962479,36,9.0,2024-11-15,2027-10-31,5-Macet,Sertifikat Tanah,Transportasi
KRD000381,NSB0009186,Kredit Investasi,250000000,142786569,60,10.5,2020-02-13,2025-01-17,2-Dalam Perhatian Khusus,Sertifikat Tanah,Perikanan
KRD000382,NSB0001886,KUR Mikro,25000000,20411228,24,6.0,2022-04-01,2024-03-21,1-Lancar,Sertifikat Tanah,Manufaktur
KRD000383,NSB0007503,Kredit Investasi,500000000,77759539,12,10.5,2021-12-09,2022-12-04,1-Lancar,Sertifikat Tanah,Transportasi
KRD000384,NSB0003128,KPR,200000000,41753000,180,12.0,2023-01-16,2037-10-29,1-Lancar,Sertifikat Tanah,Perikanan
KRD000385,NSB0007299,KUR Mikro,15000000,8400300,12,6.0,2021-03-23,2022-03-18,1-Lancar,Personal Guarantee,Pertanian
KRD000386,NSB0001734,Kredit Multiguna,100000000,81788659,48,9.0,2021-08-30,2025-08-09,1-Lancar,Personal Guarantee,Konstruksi
KRD000387,NSB0006666,KKB,150000000,55311512,36,10.5,2022-01-19,2025-01-03,1-Lancar,BPKB,Pertanian
